1500	0.1187517538	0.9984553618	0.0088319773
2000	0.1342519359	1.0000000000	0.0025810714
2500	0.1576309000	0.9976647501	0.0030237894
3000	0.1718835679	0.9988911659	0.0009839467
3500	0.1962116006	0.9955694353	0.2043509994
4000	0.2182497799	0.9902937570	0.2270166961
4500	0.2263453332	0.9943577279	0.3172614916
5000	0.2672710013	0.9883657409	0.3538267129
5500	0.2791869401	0.9881357941	0.2678415877
6000	0.3358080158	0.9708177850	0.8565613103
6500	0.3983944644	0.9403890790	0.9844463964
7000	0.4786876481	0.9087612426	0.9740849244
7500	0.6335350808	0.8106697013	0.9324049808
