1500	0.1253777399	0.9981175259	0.2073061635
2000	0.1397723629	0.9992351589	0.0054174589
2500	0.1630776938	0.9968472855	0.0046700151
3000	0.1722132922	0.9988911659	0.0012351656
3500	0.1982155360	0.9949144682	0.2234740513
4000	0.2187091784	0.9911294365	0.2287908635
4500	0.2271868814	0.9940729679	0.3096972833
5000	0.2664401450	0.9883621057	0.3497888075
5500	0.2793788019	0.9879519283	0.2676658252
6000	0.3358080158	0.9708177850	0.8565613103
6500	0.3986105674	0.9401304719	0.9838914289
7000	0.4812063569	0.9070506855	0.9729561565
7500	0.5951513919	0.8374856048	0.9467418188
